,STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,centroid,lat,long
38,09,013,25360,00212330,0600000US0901325360,0901325360,Ellington,43,88215272,1380866,"POLYGON ((-72.51733000000121 41.8698970009407, -72.51692400000121 41.87363900094069, -72.51592800000121 41.89242200094076, -72.51522600000119 41.8994670009408, -72.5146280000012 41.91663100094084, -72.51412800000121 41.93256400094091, -72.5133300000012 41.94540100094098, -72.50552800000121 41.94639700094098, -72.49272900000121 41.94749700094096, -72.49187800000119 41.94755300094097, -72.4823480000012 41.94899200094097, -72.45797300000119 41.95178000094099, -72.44732900000118 41.95310600094099, -72.43006300000118 41.955001000941, -72.41211800000119 41.95688300094099, -72.40674600000118 41.95716400094102, -72.40722600000119 41.94139700094093, -72.39152000000119 41.94169800094095, -72.37176400000119 41.94180400094096, -72.36679100000119 41.94150100094095, -72.3367680000012 41.94121000094093, -72.30684900000118 41.94060100094094, -72.3062910000012 41.94064400094093, -72.30921900000119 41.93353600094093, -72.30887200000119 41.93109200094091, -72.3069040000012 41.92962700094088, -72.30774600000119 41.92937900094089, -72.32157500000119 41.9281450009409, -72.33575800000118 41.92638900094089, -72.37793200000119 41.92124300094088, -72.38945600000119 41.91999000094086, -72.41154200000121 41.91764800094085, -72.42951600000117 41.91502200094084, -72.43122500000119 41.91448000094086, -72.42932400000119 41.89369400094077, -72.42962200000119 41.89189800094078, -72.42801700000119 41.8745980009407, -72.43802000000117 41.87329900094073, -72.4381940000012 41.8732790009407, -72.4508160000012 41.8716990009407, -72.46440300000118 41.86995800094068, -72.4819280000012 41.86779600094069, -72.48503500000119 41.86725600094067, -72.49553700000119 41.8659910009407, -72.4968100000012 41.86061600094065, -72.5019270000012 41.85945700094065, -72.51514200000121 41.85746100094065, -72.5183300000012 41.85689900094065, -72.51733000000121 41.8698970009407))",POINT (-72.44851726452538 41.91514966118493),41.91514966118493,-72.44851726452538
39,09,003,44700,00213455,0600000US0900344700,0900344700,Manchester,43,70972781,720300,"POLYGON ((-72.58348900000121 41.80064400094044, -72.58053900000122 41.80156700094044, -72.57958800000121 41.80208000094046, -72.5759160000012 41.80289400094047, -72.55533800000119 41.80808900094046, -72.5355640000012 41.81297200094048, -72.52887800000119 41.81451100094049, -72.5210770000012 41.81654500094052, -72.5166870000012 41.81720500094053, -72.50543000000118 41.82029800094052, -72.50642800000119 41.81550600094047, -72.50753100000121 41.80969800094047, -72.50255900000121 41.81017600094045, -72.48736400000119 41.8117510009405, -72.4854040000012 41.81223300094049, -72.47602900000119 41.81299700094048, -72.4736400000012 41.79914100094047, -72.47346800000119 41.79826400094044, -72.47228100000119 41.79096000094043, -72.47106200000121 41.78437100094038, -72.4687240000012 41.77047500094034, -72.4651290000012 41.75019800094026, -72.46389900000119 41.74557200094026, -72.48912300000119 41.74299800094028, -72.4900310000012 41.74291100094023, -72.5007800000012 41.74187700094023, -72.51625600000118 41.7398240009402, -72.5171320000012 41.73993500094023, -72.51813600000119 41.7400220009402, -72.51966400000119 41.73947000094024, -72.53189800000121 41.73833500094022, -72.54923400000119 41.73610800094022, -72.5676640000012 41.7343470009402, -72.5712330000012 41.7337990009402, -72.57308800000121 41.74392100094023, -72.5756250000012 41.75706300094028, -72.5770930000012 41.76594300094031, -72.5784780000012 41.77404200094033, -72.57983600000121 41.78068800094037, -72.57994900000121 41.78218900094037, -72.58145800000121 41.7887990009404, -72.5815150000012 41.78977700094043, -72.58348900000121 41.80064400094044))",POINT (-72.52422931646349 41.77534421504247),41.775344215042466,-72.52422931646349
40,09,013,76290,00212667,0600000US0901376290,0901376290,Tolland,43,102633516,1630211,"POLYGON ((-72.42951600000117 41.91502200094084, -72.41154200000121 41.91764800094085, -72.38945600000119 41.91999000094086, -72.37793200000119 41.92124300094088, -72.33575800000118 41.92638900094089, -72.32157500000119 41.9281450009409, -72.30774600000119 41.92937900094089, -72.3069040000012 41.92962700094088, -72.3062790000012 41.92595700094089, -72.30520100000118 41.92421000094089, -72.30325000000119 41.92285500094088, -72.30172100000119 41.92055000094089, -72.29905100000117 41.91947100094087, -72.29746700000119 41.91592700094084, -72.29766100000118 41.91448800094084, -72.29682200000119 41.91109100094084, -72.29380500000117 41.90891900094083, -72.29300700000117 41.9069900009408, -72.29118400000118 41.90631300094081, -72.29083100000118 41.90497500094082, -72.29267700000119 41.9005190009408, -72.29092700000118 41.8971620009408, -72.29303800000119 41.8955920009408, -72.29922100000118 41.89398800094078, -72.30125800000118 41.89295900094078, -72.30296200000119 41.89050000094077, -72.30277500000118 41.88911800094075, -72.29906100000119 41.88886300094078, -72.29815600000117 41.88803200094076, -72.30125300000118 41.88687800094076, -72.30260200000117 41.88386600094076, -72.30695700000118 41.88246600094074, -72.30651900000117 41.88134100094076, -72.30898200000118 41.87804600094073, -72.30843800000119 41.87477900094069, -72.31188200000119 41.87365100094069, -72.31165400000118 41.87192200094073, -72.31021800000119 41.87042000094068, -72.31017900000117 41.86776100094069, -72.30791800000119 41.86494200094065, -72.30799100000118 41.86333200094064, -72.30645300000117 41.86035200094065, -72.30718000000118 41.85610700094065, -72.30376800000118 41.85332300094061, -72.30405700000119 41.85078100094063, -72.30530700000118 41.85050900094063, -72.30655300000117 41.85032000094063, -72.30968400000117 41.84793800094061, -72.30890600000117 41.84485900094061, -72.30954100000118 41.84292900094059, -72.30893300000118 41.83928100094059, -72.30974400000119 41.83777200094059, -72.31272200000117 41.83759600094059, -72.31430400000117 41.83738400094058, -72.33734700000117 41.83431200094059, -72.35763500000118 41.83217500094057, -72.3760830000012 41.82996000094055, -72.4051630000012 41.82701900094055, -72.42152700000119 41.82549800094052, -72.4237260000012 41.8430490009406, -72.42520700000119 41.85527200094069, -72.42693900000118 41.86740000094067, -72.42801700000119 41.8745980009407, -72.42962200000119 41.89189800094078, -72.42932400000119 41.89369400094077, -72.43122500000119 41.91448000094086, -72.42951600000117 41.91502200094084))",POINT (-72.36480989496063 41.87858070307781),41.87858070307781,-72.36480989496063
41,09,001,68310,00213505,0600000US0900168310,0900168310,Sherman,43,56699462,3915523,"POLYGON ((-73.53006700000128 41.52719400093941, -73.52742082725216 41.5543355948837, -73.52572611024955 41.57171817912698, -73.52104100000126 41.61977300093975, -73.52103832495665 41.61982896788876, -73.52001700000126 41.64119700093983, -73.51823760355377 41.66673398262935, -73.51601900000126 41.66596400093993, -73.51037900000127 41.66649800093993, -73.50692300000127 41.66580200093994, -73.50692900000126 41.66402900093991, -73.50395200000126 41.66177300093991, -73.49876800000126 41.65905300093992, -73.49795200000126 41.65889300093993, -73.49486400000126 41.66121400093991, -73.49396800000126 41.66111800093989, -73.49188800000128 41.65601400093988, -73.49032000000126 41.65327800093988, -73.48468600000126 41.64743000093986, -73.48672800000125 41.64705300093985, -73.48807400000126 41.64564800093985, -73.49002900000126 41.64641400093988, -73.49376600000126 41.64469400093986, -73.49636200000124 41.64232800093981, -73.49598000000127 41.64039500093984, -73.49684100000127 41.63847000093983, -73.49781000000127 41.63814500093984, -73.49208000000128 41.62510200093978, -73.47979100000126 41.60079800093967, -73.47400500000126 41.58834100093963, -73.45516300000125 41.54719500093947, -73.45401700000126 41.54268700093946, -73.45056400000128 41.53509300093943, -73.45516500000124 41.53444900093942, -73.46192000000126 41.53298800093942, -73.46603400000124 41.5323880009394, -73.47484900000126 41.52951300093941, -73.47763400000125 41.52947700093942, -73.48024900000127 41.52881700093943, -73.48121000000124 41.52858100093941, -73.48593600000126 41.5279310009394, -73.50435500000125 41.52427100093941, -73.50974200000127 41.52358900093937, -73.51490300000125 41.52262200093938, -73.53063722971946 41.52025230902687, -73.53006700000128 41.52719400093941))",POINT (-73.49866690325416 41.58022401787938),41.58022401787938,-73.49866690325416
42,09,001,52980,00213475,0600000US0900152980,0900152980,Newtown,43,149002367,3647616,"POLYGON ((-73.37862300000124 41.41999300093899, -73.36438400000125 41.43776700093905, -73.35257700000125 41.45038700093909, -73.33165600000125 41.47272900093917, -73.32677400000125 41.46951500093918, -73.31287300000125 41.46741500093917, -73.31047300000125 41.46881500093919, -73.30503300000125 41.47115100093918, -73.30276100000124 41.47143900093917, -73.30060100000125 41.47084700093919, -73.29959300000125 41.47011100093918, -73.29826500000125 41.4676310009392, -73.29831300000124 41.46476700093915, -73.29983300000124 41.46078300093912, -73.29986000000125 41.45843400093914, -73.30079300000125 41.45590300093914, -73.30007300000125 41.45247900093909, -73.29840300000124 41.44891600093909, -73.29394800000124 41.4473550009391, -73.29126300000125 41.44810800093909, -73.28779800000123 41.45031500093908, -73.28319500000124 41.45161200093911, -73.27825300000124 41.4526350009391, -73.27369600000125 41.4516450009391, -73.27024300000123 41.44800500093906, -73.26749300000125 41.44358100093908, -73.26578800000124 41.43680300093904, -73.26452400000124 41.43507200093902, -73.26226500000125 41.43396000093905, -73.25920500000124 41.43332900093904, -73.25695000000124 41.43385200093904, -73.25119000000124 41.43777200093906, -73.24797700000124 41.43900500093907, -73.24525900000124 41.43989500093908, -73.24433400000123 41.43955800093909, -73.24234400000125 41.43607200093902, -73.24228900000125 41.42984100093902, -73.23841100000124 41.426253000939, -73.23677100000124 41.42618700093901, -73.23591100000124 41.426153000939, -73.22996900000123 41.42912400093903, -73.22676900000123 41.42982400093902, -73.22647900000125 41.43030900093903, -73.22085700000125 41.42957700093902, -73.21823500000126 41.42907000093901, -73.21183500000123 41.42277000093897, -73.20768800000124 41.42054400093898, -73.20155700000124 41.41579600093896, -73.19975700000123 41.41319600093893, -73.19675700000124 41.41139600093895, -73.19025700000124 41.41029600093898, -73.18655700000122 41.40859600093895, -73.18485700000124 41.40629600093893, -73.18535700000123 41.40219600093892, -73.18755700000125 41.39959600093891, -73.18795700000125 41.39729600093889, -73.18326900000125 41.39171100093887, -73.18773300000123 41.38892600093887, -73.18896300000124 41.38853200093887, -73.19174800000123 41.38893400093887, -73.19489800000123 41.38852900093884, -73.19801100000124 41.38273400093883, -73.20107500000124 41.38102000093883, -73.20357800000123 41.37916200093882, -73.20229400000125 41.3780050009388, -73.20202900000125 41.3751790009388, -73.20131100000124 41.37394100093876, -73.20236900000124 41.37197800093878, -73.20482800000124 41.37047500093879, -73.20661400000125 41.37016600093879, -73.21119900000124 41.36772100093879, -73.21329400000124 41.36791900093878, -73.21762800000123 41.36509000093876, -73.22115800000124 41.36400200093873, -73.22332600000124 41.36422000093875, -73.22533600000125 41.36534200093875, -73.22777600000123 41.36505100093875, -73.22937800000125 41.36643900093876, -73.22919800000125 41.36819700093876, -73.22810800000124 41.36867300093875, -73.22900700000123 41.37030300093877, -73.22907600000123 41.37032400093879, -73.26129200000125 41.35500600093871, -73.27140600000124 41.3498830009387, -73.29192900000125 41.33948500093866, -73.29227800000125 41.33930700093865, -73.30599900000126 41.33235800093861, -73.31511100000127 41.3276960009386, -73.32528700000127 41.32247400093858, -73.33333700000125 41.31834300093855, -73.33484600000124 41.32186800093859, -73.33901400000123 41.3316430009386, -73.34705500000126 41.35042600093869, -73.35090500000125 41.35894100093872, -73.35485800000124 41.36773800093877, -73.35980400000123 41.37862500093881, -73.36207300000125 41.38363400093882, -73.36821300000125 41.39710600093888, -73.37408000000126 41.40997200093896, -73.37572300000126 41.41359600093894, -73.37862300000124 41.41999300093899))",POINT (-73.29272724366615 41.39878545430702),41.398785454307024,-73.29272724366615
43,09,003,05910,00213392,0600000US0900305910,0900305910,Bloomfield,43,67562258,430688,"POLYGON ((-72.79855200000122 41.82488500094051, -72.78455000000122 41.82659300094052, -72.7833360000012 41.82690700094054, -72.78443800000122 41.83330700094054, -72.78348600000122 41.83655800094056, -72.78426700000122 41.8377780009406, -72.78515600000122 41.84341400094059, -72.78444000000121 41.85569800094065, -72.7722140000012 41.87817200094071, -72.77040300000121 41.88078900094074, -72.77138700000121 41.88511700094076, -72.7669450000012 41.89588600094078, -72.76642500000121 41.8982730009408, -72.7650540000012 41.90261400094079, -72.7605850000012 41.90570500094084, -72.76098000000123 41.90346700094081, -72.75559800000121 41.9000280009408, -72.7494280000012 41.89691800094077, -72.74494100000122 41.8960560009408, -72.74220000000122 41.89484600094077, -72.73780600000121 41.89237600094078, -72.73792000000121 41.89204100094076, -72.74296400000122 41.8773520009407, -72.74060700000121 41.87681200094072, -72.72797200000122 41.87432300094073, -72.72404200000121 41.87322700094072, -72.6996450000012 41.86802100094069, -72.69768300000121 41.86750600094069, -72.68969100000122 41.86624400094068, -72.68951800000121 41.86014600094065, -72.68902400000121 41.85319700094064, -72.68873800000121 41.84790100094062, -72.68807300000121 41.83707100094058, -72.68703700000123 41.82658700094054, -72.6869790000012 41.82583000094053, -72.68655900000121 41.81750900094049, -72.68613700000121 41.80289900094046, -72.6860390000012 41.80016800094044, -72.69007600000121 41.80084400094046, -72.6910810000012 41.80499000094044, -72.6913930000012 41.80756800094044, -72.6955740000012 41.80727700094047, -72.7016820000012 41.80708700094047, -72.70775800000121 41.80697100094046, -72.7149520000012 41.80665500094047, -72.71759000000121 41.80662300094046, -72.71910200000121 41.80652900094045, -72.72943100000121 41.80641800094046, -72.75062100000122 41.80595000094046, -72.75102300000123 41.80589100094046, -72.75310400000122 41.80557800094046, -72.76739200000122 41.80528500094044, -72.7705470000012 41.80530200094045, -72.78181000000122 41.80500600094046, -72.78359800000122 41.80502300094045, -72.79724100000122 41.80469900094047, -72.79832700000122 41.81101600094048, -72.79782900000122 41.81431600094049, -72.79855200000122 41.82488500094051))",POINT (-72.74061448620193 41.84258364006719),41.84258364006719,-72.74061448620193
44,09,001,83430,00213531,0600000US0900183430,0900183430,Weston,43,51211665,2333476,"POLYGON ((-73.43010200000126 41.25432800093831, -73.42390900000126 41.2564020009383, -73.42075200000126 41.25749800093833, -73.38025700000125 41.27122900093836, -73.37295000000125 41.27340900093838, -73.36881100000126 41.27497500093838, -73.34143200000123 41.24562500093826, -73.33678900000125 41.24016300093825, -73.33389200000124 41.23582000093823, -73.33136400000124 41.23346600093821, -73.32581000000124 41.2272280009382, -73.32674600000125 41.22673300093818, -73.32584500000127 41.22465900093816, -73.32363800000125 41.22222100093816, -73.32534100000123 41.22029600093815, -73.32591600000124 41.21815100093815, -73.32567400000124 41.21621300093814, -73.32901400000125 41.21342500093811, -73.33031100000126 41.21123300093812, -73.32890800000125 41.21000300093812, -73.33073500000123 41.20831800093809, -73.33235900000125 41.2040190009381, -73.33329600000124 41.20285500093807, -73.33297600000125 41.20096600093807, -73.33342600000125 41.19910000093807, -73.33770700000125 41.19683200093807, -73.33845700000124 41.19453900093805, -73.34209600000126 41.19273000093805, -73.34552400000125 41.19028000093804, -73.35465300000125 41.18505900093798, -73.36172900000125 41.18089600093798, -73.36382600000125 41.17935100093797, -73.37045400000125 41.17572200093794, -73.37160300000126 41.17468500093793, -73.37654800000125 41.18143000093797, -73.37815700000125 41.184204000938, -73.37956800000124 41.18577700093802, -73.38359100000123 41.19104400093802, -73.38915800000126 41.19924600093806, -73.39023000000127 41.20017800093808, -73.39238700000126 41.20299200093807, -73.41085900000125 41.22847600093819, -73.41137500000124 41.22942300093819, -73.41589200000125 41.2356330009382, -73.42519700000126 41.24818200093827, -73.43010200000126 41.25432800093831))",POINT (-73.37255365921695 41.2284261867791),41.2284261867791,-73.37255365921695
45,09,005,79510,00213523,0600000US0900579510,0900579510,Warren,43,68132140,3219783,"POLYGON ((-73.40157500000126 41.75436000094027, -73.39322800000126 41.76093200094029, -73.38692100000127 41.78101100094036, -73.35464500000124 41.78025200094034, -73.30136700000125 41.77900400094035, -73.29856400000126 41.77902800094034, -73.29726200000125 41.76905600094032, -73.29616900000124 41.76334600094032, -73.29379500000125 41.7377200009402, -73.29330700000125 41.73659700094019, -73.29356900000124 41.73372200094019, -73.29522400000124 41.73229600094018, -73.29589000000125 41.73070400094018, -73.29529500000123 41.72602700094016, -73.29426100000123 41.72503600094016, -73.29274800000125 41.71878300094013, -73.29332100000123 41.71466200094012, -73.29524500000124 41.71220600094011, -73.29578600000126 41.71068500094011, -73.29427000000126 41.7086740009401, -73.30483400000125 41.70507500094009, -73.31603800000124 41.70273600094006, -73.34193500000124 41.69726000094006, -73.34326700000126 41.69688200094006, -73.34430400000124 41.69687300094006, -73.37875200000124 41.69938000094005, -73.38014400000125 41.70120200094006, -73.38004600000126 41.70398400094008, -73.38348500000124 41.70832800094009, -73.38347500000125 41.7093130009401, -73.39790600000126 41.73496300094019, -73.39864400000125 41.7364940009402, -73.40157500000126 41.75436000094027))",POINT (-73.3448589311036 41.74055737693054),41.74055737693054,-73.3448589311036
46,09,001,83500,00213532,0600000US0900183500,0900183500,Westport,43,51698906,34946433,"MULTIPOLYGON (((-73.36424400000126 41.08894500093758, -73.36176400000126 41.08750800093758, -73.36033400000125 41.08571100093756, -73.35880800000126 41.08664500093756, -73.35690100000124 41.08707700093758, -73.35375400000125 41.08750800093758, -73.35423100000126 41.08563900093757, -73.35508900000124 41.08348300093757, -73.35766400000125 41.08197300093754, -73.36014100000126 41.08202000093755, -73.36376700000125 41.08362600093755, -73.36977500000124 41.08880200093758, -73.36424400000126 41.08894500093758)), ((-73.38366200000127 41.07250029470931, -73.38188700000124 41.0721960009375, -73.38131400000125 41.07068600093749, -73.38358252948635 41.06941914835517, -73.38356200000125 41.07029600093752, -73.38366200000127 41.0715960009375, -73.38366200000127 41.07250029470931)), ((-73.38808600000125 41.15648400093787, -73.38844800000126 41.15799700093788, -73.38758800000124 41.16242600093791, -73.38681300000127 41.1664030009379, -73.38676900000127 41.16980500093794, -73.38707300000125 41.17049500093794, -73.38486600000127 41.17443300093794, -73.38147400000125 41.18256700093796, -73.37956800000124 41.18577700093802, -73.37815700000125 41.184204000938, -73.37654800000125 41.18143000093797, -73.37160300000126 41.17468500093793, -73.37045400000125 41.17572200093794, -73.36382600000125 41.17935100093797, -73.36172900000125 41.18089600093798, -73.35465300000125 41.18505900093798, -73.34552400000125 41.19028000093804, -73.34209600000126 41.19273000093805, -73.33845700000124 41.19453900093805, -73.32441000000127 41.17547700093795, -73.32329500000125 41.17372000093794, -73.30693700000126 41.15233000093787, -73.30602100000125 41.15276900093787, -73.30460000000124 41.15191200093784, -73.30598200000125 41.14948400093785, -73.30425300000124 41.14898100093785, -73.30338700000125 41.14585400093783, -73.30006000000124 41.14557000093782, -73.29801300000125 41.14301100093781, -73.29895000000124 41.1406490009378, -73.29866000000126 41.13979600093781, -73.29786600000124 41.13829300093781, -73.29612700000125 41.13367500093778, -73.29737700000123 41.13161000093777, -73.29653400000126 41.12969500093777, -73.29725100000127 41.12604000093774, -73.29874634533044 41.12478559615894, -73.29900300000125 41.12471900093773, -73.29861000000123 41.12020700093773, -73.29921078882445 41.11993129647772, -73.30606607221274 41.11678537875849, -73.30664000000125 41.11652200093771, -73.30851300000126 41.1155070009377, -73.30910100000125 41.11480400093767, -73.30960200000125 41.1149470009377, -73.31079200000124 41.11574800093771, -73.31126700000125 41.11647500093772, -73.31363000000125 41.11676900093771, -73.31546000000127 41.11660500093771, -73.31766500000124 41.11619600093768, -73.31928600000124 41.11538000093771, -73.31953777050326 41.1153617796616, -73.32087500000125 41.1152650009377, -73.32497000000123 41.11343300093769, -73.32861335602973 41.11123226022238, -73.33066000000125 41.10999600093767, -73.33095722159925 41.11008725091517, -73.33107558019304 41.11012358817699, -73.33640900000125 41.11176100093769, -73.34722026487374 41.10758600093234, -73.35035100000125 41.10637700093765, -73.35267100000125 41.10161100093763, -73.35707800000125 41.10379100093765, -73.36824900000123 41.10719400093765, -73.36806134661015 41.10281647309113, -73.36801100000126 41.10164200093766, -73.36539600000124 41.09734300093761, -73.36919900000125 41.09555200093761, -73.38278700000124 41.09540000093762, -73.37969300000125 41.09045500093759, -73.38102800000125 41.08880200093759, -73.38366200000127 41.08979800183257, -73.38342300000126 41.09804400093763, -73.38287700000126 41.09971600093765, -73.38364700000125 41.10038200093763, -73.38444300000124 41.10289400093762, -73.38343300000125 41.10461600093765, -73.38431100000125 41.10731300093767, -73.38256200000124 41.11459600093769, -73.38203000000127 41.11673400093771, -73.38140400000125 41.11831200093773, -73.38017300000125 41.12113900093774, -73.38037400000125 41.12341500093773, -73.38079800000126 41.12709600093775, -73.38112600000125 41.12860300093776, -73.38147100000126 41.13190300093777, -73.38290400000125 41.13904300093781, -73.38288800000124 41.13975700093783, -73.38272300000125 41.14234000093784, -73.38668400000125 41.14600600093785, -73.38876900000125 41.14894800093781, -73.38808600000125 41.15648400093787)))",POINT (-73.34746969078491 41.14282848272165),41.142828482721654,-73.3474696907849
47,09,005,37280,00213444,0600000US0900537280,0900537280,Harwinton,43,79726955,896244,"POLYGON ((-73.11977100000124 41.77564200094037, -73.11829700000123 41.77727800094033, -73.11715500000125 41.78136600094037, -73.11247000000124 41.78222200094039, -73.11209300000125 41.78494300094037, -73.11028400000123 41.78791000094039, -73.10782800000123 41.79045400094041, -73.10428900000124 41.7944210009404, -73.10375200000124 41.79567500094042, -73.10409200000123 41.79839000094043, -73.08677200000123 41.79850300094043, -73.08639100000123 41.79731500094043, -73.08370400000125 41.79743500094043, -73.08328500000125 41.79838500094043, -73.08292300000123 41.79837300094044, -73.08250800000123 41.79838900094042, -73.08074300000123 41.79840700094041, -73.07668300000124 41.79845100094044, -73.06064100000123 41.79832100094043, -73.05957500000123 41.79824100094045, -73.04764000000125 41.7982160009404, -73.02992800000123 41.79809800094041, -73.02520500000124 41.79823000094042, -73.01693600000122 41.79818300094041, -73.01271100000123 41.77711700094036, -73.01253400000122 41.77541000094037, -73.01225600000123 41.77513200094033, -73.00999500000123 41.76469400094032, -73.00905700000123 41.76142800094028, -72.99895000000122 41.71439800094014, -73.03687900000122 41.71019500094011, -73.05526200000124 41.70816000094008, -73.06291700000124 41.7075780009401, -73.06840200000123 41.7070930009401, -73.07045500000123 41.70988400094011, -73.07189100000123 41.71096700094009, -73.07877300000123 41.71467200094012, -73.08206200000123 41.7171640009401, -73.08750600000123 41.71756300094013, -73.08865800000123 41.71807600094013, -73.08916400000123 41.71951400094014, -73.09218300000123 41.72198100094015, -73.09413200000124 41.72525300094014, -73.09765000000124 41.72978500094018, -73.09899700000123 41.73065000094019, -73.10157300000125 41.73083700094018, -73.10507800000124 41.7346590009402, -73.10523000000123 41.7360290009402, -73.10929800000123 41.73870800094022, -73.11130500000124 41.73905700094022, -73.11422700000125 41.74045500094022, -73.11557100000125 41.74192700094021, -73.11536000000125 41.74503000094024, -73.11399500000124 41.74769100094026, -73.11287900000123 41.74829500094025, -73.11210200000123 41.75071200094025, -73.11406600000123 41.75379300094026, -73.11711200000124 41.75644600094026, -73.11698500000124 41.75854700094025, -73.11614200000123 41.76069000094031, -73.11706600000124 41.76349300094029, -73.11638700000124 41.76470400094031, -73.11619100000124 41.76981000094033, -73.12038900000124 41.77409700094034, -73.11977100000124 41.77564200094037))",POINT (-73.05830802143848 41.75503950819741),41.75503950819741,-73.05830802143848
48,09,009,69640,00213507,0600000US0900969640,0900969640,Southbury,43,101032223,2746690,"POLYGON ((-73.32684200000124 41.48596700093924, -73.32487400000124 41.48956700093923, -73.32684200000125 41.49270300093927, -73.32550800000125 41.49530600093927, -73.32311400000124 41.4979030009393, -73.32157800000125 41.50041500093928, -73.32087400000127 41.50361500093932, -73.31888900000125 41.50518900093932, -73.30789700000126 41.50599900093931, -73.25447100000125 41.51199900093933, -73.25226500000124 41.51213400093932, -73.24955900000126 41.51249800093936, -73.24224700000124 41.51295200093935, -73.21972400000125 41.51022500093934, -73.20800600000125 41.50900700093934, -73.20684000000125 41.50880300093932, -73.20419700000123 41.50852700093935, -73.17037100000125 41.51258700093936, -73.15549200000122 41.51430400093936, -73.15573000000123 41.51527900093936, -73.15541300000125 41.51482800093935, -73.15556100000123 41.51139900093934, -73.15688200000125 41.51141600093931, -73.15838100000124 41.50816100093932, -73.15678300000123 41.50550100093933, -73.15790200000124 41.50173600093932, -73.15903300000123 41.50072800093929, -73.16035300000124 41.4980560009393, -73.15985700000124 41.49700700093929, -73.15834100000123 41.49686800093931, -73.15683600000123 41.49296900093926, -73.15731900000124 41.49024300093927, -73.15789000000123 41.48940900093925, -73.15607500000125 41.48300900093925, -73.15655200000124 41.47789200093923, -73.15812300000124 41.4744490009392, -73.15963600000123 41.47064100093919, -73.15878900000125 41.46962300093917, -73.15908900000123 41.46810500093918, -73.15782700000123 41.46604500093915, -73.15784300000125 41.46476200093915, -73.15812200000123 41.46230300093915, -73.15831100000125 41.46192700093915, -73.16192100000124 41.45770600093914, -73.16503800000125 41.45818500093915, -73.16585200000125 41.45674800093913, -73.16509300000125 41.45304100093911, -73.16604300000125 41.45254400093911, -73.16551100000125 41.45060400093909, -73.16392800000123 41.44888500093911, -73.16475500000125 41.4477710009391, -73.17710200000124 41.43915300093906, -73.18485600000123 41.43409800093903, -73.18892800000124 41.43173200093904, -73.19386900000124 41.42913900093901, -73.20768800000124 41.42054400093898, -73.21183500000123 41.42277000093897, -73.21823500000126 41.42907000093901, -73.22085700000125 41.42957700093902, -73.22647900000125 41.43030900093903, -73.22676900000123 41.42982400093902, -73.22996900000123 41.42912400093903, -73.23591100000124 41.426153000939, -73.23677100000124 41.42618700093901, -73.23841100000124 41.426253000939, -73.24228900000125 41.42984100093902, -73.24234400000125 41.43607200093902, -73.24433400000123 41.43955800093909, -73.24525900000124 41.43989500093908, -73.24797700000124 41.43900500093907, -73.25119000000124 41.43777200093906, -73.25695000000124 41.43385200093904, -73.25920500000124 41.43332900093904, -73.26226500000125 41.43396000093905, -73.26452400000124 41.43507200093902, -73.26578800000124 41.43680300093904, -73.26749300000125 41.44358100093908, -73.27024300000123 41.44800500093906, -73.27369600000125 41.4516450009391, -73.27825300000124 41.4526350009391, -73.28319500000124 41.45161200093911, -73.28779800000123 41.45031500093908, -73.29126300000125 41.44810800093909, -73.29394800000124 41.4473550009391, -73.29840300000124 41.44891600093909, -73.30007300000125 41.45247900093909, -73.30079300000125 41.45590300093914, -73.29986000000125 41.45843400093914, -73.29983300000124 41.46078300093912, -73.29831300000124 41.46476700093915, -73.29826500000125 41.4676310009392, -73.29959300000125 41.47011100093918, -73.30060100000125 41.47084700093919, -73.30276100000124 41.47143900093917, -73.30503300000125 41.47115100093918, -73.31047300000125 41.46881500093919, -73.31277700000125 41.46993500093918, -73.32090600000124 41.47700700093923, -73.32266600000126 41.48076700093922, -73.32645800000127 41.48383900093924, -73.32705000000124 41.48487900093922, -73.32684200000124 41.48596700093924))",POINT (-73.23289997770912 41.47453288852667),41.474532888526674,-73.23289997770912
49,09,007,47080,00213460,0600000US0900747080,0900747080,Middlefield,43,32759594,1581755,"POLYGON ((-72.7488780000012 41.54427900093946, -72.7425270000012 41.5440730009395, -72.73486400000121 41.54432700093948, -72.73358400000122 41.5461580009395, -72.7228790000012 41.54795200093948, -72.71166500000122 41.5486530009395, -72.71120300000122 41.54771900093949, -72.7009030000012 41.54902800093949, -72.69434500000122 41.54920100093953, -72.69132300000122 41.54395900093949, -72.69021800000121 41.54202300093948, -72.68819900000121 41.53863100093947, -72.6880930000012 41.53703300093947, -72.6873620000012 41.53615700093946, -72.68257500000121 41.53108900093944, -72.68086300000122 41.52270500093939, -72.68126900000121 41.51686900093937, -72.68031300000121 41.51620000093939, -72.68045900000119 41.51470800093937, -72.67905400000122 41.50798900093933, -72.67789600000121 41.49623000093928, -72.6791620000012 41.49459300093931, -72.69010400000118 41.49331800093928, -72.69496200000121 41.49242500093928, -72.69913400000122 41.49170100093927, -72.73103600000121 41.48599300093924, -72.73388600000121 41.48536800093922, -72.74333000000122 41.48311400093925, -72.74474200000122 41.49769800093928, -72.74705600000122 41.52728900093942, -72.74724200000122 41.52865900093941, -72.7488780000012 41.54427900093946))",POINT (-72.71489268302831 41.51753779832317),41.51753779832317,-72.71489268302831
