state_id,house_district_id,geo_id,legislator_name,legislator_party,lat,long,geometry
09,020,09020,Kate Farrar,Democratic,41.738084596945086,-72.74027164385568,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-72.77485400000121, 41.74912700094026], [-72.77124500000122, 41.74927300094025], [-72.7708280000012, 41.749434000940255], [-72.76938900000121, 41.750500000940264], [-72.76894600000121, 41.75325400094028], [-72.7688900000012, 41.753909000940276], [-72.76813400000123, 41.754119000940264], [-72.76398200000122, 41.75350400094028], [-72.7633140000012, 41.75011300094025], [-72.7620470000012, 41.74949100094026], [-72.76099700000121, 41.74970200094027], [-72.7585140000012, 41.750177000940255], [-72.7580110000012, 41.74848300094025], [-72.7583550000012, 41.74805900094025], [-72.75783000000122, 41.74753600094024], [-72.7587500000012, 41.74627500094027], [-72.75814900000121, 41.744870000940246], [-72.7538280000012, 41.745759000940225], [-72.75423900000122, 41.74460700094024], [-72.74965000000121, 41.745386000940215], [-72.74798700000122, 41.74730400094024], [-72.74777600000121, 41.749255000940224], [-72.7458270000012, 41.74903800094025], [-72.74356900000122, 41.75307100094025], [-72.73852300000122, 41.75403500094028], [-72.7357890000012, 41.754561000940285], [-72.73530400000122, 41.75466300094027], [-72.7357230000012, 41.75589200094027], [-72.72913500000121, 41.7573470009403], [-72.72922400000121, 41.75845200094031], [-72.72391000000121, 41.75946300094029], [-72.72005200000122, 41.75983800094027], [-72.7204290000012, 41.75762500094029], [-72.71952100000122, 41.75745500094027], [-72.71478200000121, 41.756428000940296], [-72.7151450000012, 41.749745000940244], [-72.71502400000121, 41.74477100094023], [-72.71536900000122, 41.744354000940234], [-72.7151380000012, 41.74260000094024], [-72.7151340000012, 41.74221100094024], [-72.71500000000121, 41.73136300094019], [-72.71489100000122, 41.72896300094018], [-72.71456100000121, 41.72363000094017], [-72.7261200000012, 41.722376000940166], [-72.73163900000122, 41.72180000094015], [-72.73343500000121, 41.72150300094014], [-72.73650900000122, 41.72126100094016], [-72.7405180000012, 41.721056000940166], [-72.7428330000012, 41.72069500094014], [-72.75945500000121, 41.718382000940174], [-72.76217900000123, 41.71834100094016], [-72.76234600000122, 41.726854000940165], [-72.7627380000012, 41.734069000940195], [-72.7624710000012, 41.7377020009402], [-72.76877400000122, 41.73757100094018], [-72.7692060000012, 41.739347000940214], [-72.77075200000121, 41.738293000940196], [-72.7733110000012, 41.73968600094022], [-72.77485400000121, 41.74912700094026]]]}}"
09,145,09145,Patricia Billie Miller,Democratic,41.04570517327121,-73.55262273050865,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-73.56833600000127, 41.05946700093745], [-73.56126800000128, 41.05915800093743], [-73.55991800000128, 41.058892000937426], [-73.55839300000126, 41.06359800093747], [-73.55845000000126, 41.06442700093748], [-73.55424100000126, 41.06499000093747], [-73.55332500000127, 41.06517300093746], [-73.54971300000126, 41.06561500093747], [-73.54906400000127, 41.06589600093746], [-73.54866700000127, 41.066115000937465], [-73.54682400000127, 41.06542200093745], [-73.54430000000127, 41.06288900093747], [-73.54406600000127, 41.062169000937466], [-73.54386600000126, 41.06131700093743], [-73.54424100000126, 41.061198000937445], [-73.54533200000127, 41.06102600093746], [-73.54521100000126, 41.06003100093745], [-73.54517400000127, 41.05886000093744], [-73.54477500000127, 41.05858900093744], [-73.54345700000127, 41.05859900093744], [-73.54309300000125, 41.05626700093743], [-73.54315900000127, 41.05560500093743], [-73.54321800000126, 41.05473300093743], [-73.54220800000127, 41.05208700093742], [-73.53946300000125, 41.05191700093742], [-73.53940400000126, 41.0484040009374], [-73.53919300000125, 41.04794400093741], [-73.54296600000124, 41.04648300093739], [-73.54256100000126, 41.04207000093737], [-73.54346200000127, 41.04143600093735], [-73.54421500000126, 41.039686000937365], [-73.54285300000126, 41.03399600093736], [-73.53929500000125, 41.03046500093729], [-73.53880634442295, 41.02970116526114], [-73.53990309676865, 41.02899952985921], [-73.54484500000125, 41.025838000937306], [-73.54743600000127, 41.022881000937296], [-73.55149400000127, 41.0243360009373], [-73.55287049079625, 41.023345239265176], [-73.55514900000126, 41.02515000093729], [-73.55568900000127, 41.02843100093731], [-73.56008700000125, 41.03509500093736], [-73.56315400000125, 41.04023200093736], [-73.56444400000126, 41.04491600093738], [-73.56500400000127, 41.04674300093741], [-73.56533100000128, 41.048547000937425], [-73.56644400000125, 41.052731000937406], [-73.56730100000127, 41.05448000093741], [-73.56833600000127, 41.05946700093745]]]}}"
09,010,09010,Henry J. Genga,Democratic,41.75067959990884,-72.6248649091651,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-72.66490800000119, 41.76952800094034], [-72.6641600000012, 41.77219000094033], [-72.65793600000119, 41.77689900094036], [-72.6555760000012, 41.77533900094036], [-72.65394600000118, 41.77482600094035], [-72.6532450000012, 41.77471000094035], [-72.64616400000119, 41.77533600094035], [-72.63899800000121, 41.776100000940346], [-72.6372600000012, 41.77631700094039], [-72.6364740000012, 41.774589000940374], [-72.6343580000012, 41.77488000094035], [-72.6319310000012, 41.77518500094036], [-72.6252900000012, 41.77612200094035], [-72.6244130000012, 41.77792300094038], [-72.62024400000122, 41.77811900094034], [-72.6201060000012, 41.77580600094039], [-72.6195940000012, 41.771650000940355], [-72.61825100000121, 41.766455000940304], [-72.6140160000012, 41.76804900094032], [-72.6100620000012, 41.76760000094032], [-72.60908700000121, 41.764511000940324], [-72.60024000000121, 41.76574800094032], [-72.5996630000012, 41.75981900094029], [-72.60142100000121, 41.754876000940286], [-72.6057420000012, 41.75195800094026], [-72.6057720000012, 41.75011100094028], [-72.6056040000012, 41.74898500094027], [-72.6051770000012, 41.74675500094025], [-72.60507500000121, 41.74595100094024], [-72.60513000000121, 41.74189700094021], [-72.60512000000121, 41.74000400094022], [-72.59747300000119, 41.74113300094023], [-72.5964840000012, 41.741283000940214], [-72.5820700000012, 41.743217000940255], [-72.5767420000012, 41.74394400094026], [-72.5730880000012, 41.74392100094023], [-72.5712330000012, 41.7337990009402], [-72.5740590000012, 41.733483000940225], [-72.5977690000012, 41.73055300094022], [-72.60395100000119, 41.729453000940175], [-72.61360800000121, 41.728157000940186], [-72.61649400000121, 41.7275800009402], [-72.62709900000121, 41.72617500094015], [-72.63633500000122, 41.72489900094018], [-72.6478360000012, 41.72789900094019], [-72.6426360000012, 41.7351990009402], [-72.64253600000121, 41.73989900094022], [-72.64463600000121, 41.74569900094024], [-72.64903600000122, 41.750200000940254], [-72.6539900000012, 41.753058000940264], [-72.65593600000119, 41.75430000094029], [-72.6613360000012, 41.758699000940275], [-72.66511400000121, 41.76576200094031], [-72.66490800000119, 41.76952800094034]]]}}"
09,092,09092,Patricia A. Dillon,Democratic,41.31809748654849,-72.96680672865432,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-72.99711100000123, 41.322194000938595], [-72.99639000000123, 41.3237500009386], [-72.98894000000124, 41.32889300093861], [-72.98874300000124, 41.33018600093862], [-72.98729600000122, 41.33124000093863], [-72.98501500000121, 41.333017000938625], [-72.98331000000123, 41.33730700093866], [-72.98047000000123, 41.33875100093866], [-72.97510500000122, 41.33251600093861], [-72.97144900000123, 41.330147000938595], [-72.96713100000123, 41.32881900093861], [-72.96524600000122, 41.328853000938594], [-72.96435600000122, 41.329973000938615], [-72.96421200000124, 41.33043400093861], [-72.96080200000122, 41.32962000093862], [-72.95981800000123, 41.32780400093861], [-72.95545200000122, 41.328901000938615], [-72.9533590000012, 41.32747300093862], [-72.95172300000121, 41.32842900093863], [-72.94851800000123, 41.327269000938614], [-72.95084000000122, 41.3239400009386], [-72.95252200000122, 41.322803000938585], [-72.95052200000123, 41.32204600093857], [-72.95027200000122, 41.319908000938575], [-72.94754500000123, 41.31853200093856], [-72.94241200000121, 41.31665700093857], [-72.93922000000121, 41.315525000938564], [-72.93991300000121, 41.31415900093856], [-72.93946500000123, 41.31203300093855], [-72.93848200000122, 41.31179000093855], [-72.93924200000122, 41.31013900093855], [-72.93698800000122, 41.309594000938546], [-72.93804300000122, 41.30823700093852], [-72.93897700000123, 41.30685000093851], [-72.93922700000122, 41.30614600093851], [-72.93759500000122, 41.3060740009385], [-72.93754900000121, 41.30561900093852], [-72.93637800000123, 41.30321200093851], [-72.94026600000123, 41.301886000938495], [-72.94042400000123, 41.30182100093849], [-72.94158100000122, 41.3013990009385], [-72.94321100000121, 41.300515000938546], [-72.94761300000123, 41.29798800093848], [-72.94890700000121, 41.297472000938484], [-72.94897500000121, 41.29747000093848], [-72.95108500000121, 41.29726200093847], [-72.95264400000123, 41.299435000938495], [-72.95629900000122, 41.30160500093853], [-72.95684800000122, 41.30308500093851], [-72.95597400000122, 41.30514400093852], [-72.95743300000122, 41.30664800093851], [-72.95629600000123, 41.31045900093853], [-72.95814700000123, 41.31070100093854], [-72.96370800000123, 41.31090500093852], [-72.97017600000122, 41.31161300093854], [-72.97248600000123, 41.31194500093857], [-72.98914800000122, 41.31329700093853], [-72.99804800000123, 41.31409700093854], [-72.99711100000123, 41.322194000938595]]]}}"
09,017,09017,Eleni Kavros DeGraw,Democratic,41.836893444462106,-72.89956727839635,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-72.95384900000121, 41.8484530009406], [-72.95364700000123, 41.853885000940615], [-72.94634200000124, 41.87402700094069], [-72.94617800000123, 41.8772340009407], [-72.94389400000122, 41.88481500094072], [-72.94064700000122, 41.89519600094078], [-72.91534600000122, 41.89679700094077], [-72.90664500000122, 41.92019600094087], [-72.90594500000122, 41.921696000940884], [-72.87664400000122, 41.92079600094086], [-72.87487200000123, 41.88403900094073], [-72.87433900000121, 41.870927000940696], [-72.87301800000122, 41.83739000094056], [-72.87069600000123, 41.8191180009405], [-72.87020100000122, 41.8161300009405], [-72.86740600000124, 41.816404000940494], [-72.86708200000122, 41.815014000940494], [-72.86598500000122, 41.812237000940485], [-72.86235100000121, 41.808527000940465], [-72.86156500000122, 41.806377000940486], [-72.86144800000122, 41.79940900094045], [-72.85441200000122, 41.80154100094045], [-72.84928100000121, 41.80224300094045], [-72.83369800000122, 41.80394400094043], [-72.83740300000122, 41.79733100094043], [-72.83843200000122, 41.79499800094044], [-72.83950800000122, 41.79085500094041], [-72.84426300000122, 41.77796300094035], [-72.84554800000122, 41.77507800094034], [-72.85314400000122, 41.7620990009403], [-72.85789700000123, 41.762508000940294], [-72.86702700000122, 41.763724000940286], [-72.87321800000123, 41.764013000940324], [-72.87545300000122, 41.764505000940346], [-72.88093700000123, 41.76546800094033], [-72.88419100000122, 41.76559500094032], [-72.88979700000124, 41.76508200094029], [-72.89389800000122, 41.764875000940336], [-72.89523700000123, 41.764685000940304], [-72.90121700000122, 41.76869600094032], [-72.90107700000122, 41.77162500094034], [-72.90215800000122, 41.77512000094034], [-72.90405300000121, 41.77615400094036], [-72.90848000000122, 41.776043000940355], [-72.91765200000123, 41.77773900094038], [-72.92032800000123, 41.77938100094036], [-72.92159600000123, 41.782537000940344], [-72.92494600000121, 41.78778500094041], [-72.92454200000122, 41.78957400094042], [-72.92465900000123, 41.79261500094041], [-72.92552300000122, 41.79870200094045], [-72.92688000000123, 41.79980500094044], [-72.92808200000123, 41.80176500094044], [-72.92741400000122, 41.803707000940456], [-72.92425300000123, 41.80479400094044], [-72.92139100000122, 41.805194000940446], [-72.92118300000122, 41.807117000940465], [-72.92413300000122, 41.80872300094049], [-72.92590100000123, 41.80916100094046], [-72.92808100000123, 41.80887600094046], [-72.94902400000123, 41.80643100094048], [-72.93955900000124, 41.831690000940554], [-72.93650200000123, 41.84026300094061], [-72.93909500000123, 41.8425060009406], [-72.94224500000124, 41.8434450009406], [-72.94652600000121, 41.843628000940576], [-72.95118700000121, 41.842697000940596], [-72.95365100000123, 41.846680000940594], [-72.95384900000121, 41.8484530009406]]]}}"
09,006,09006,Edwin Vargas,Democratic,41.73321186980113,-72.69149802672442,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-72.71500000000121, 41.73136300094019], [-72.70853300000122, 41.732995000940186], [-72.70602800000123, 41.7332080009402], [-72.70620200000121, 41.7341710009402], [-72.7026480000012, 41.73484900094021], [-72.70128000000122, 41.73676600094018], [-72.6998620000012, 41.73915300094021], [-72.70044200000122, 41.74095500094022], [-72.70210500000123, 41.74382800094024], [-72.6983140000012, 41.74430400094021], [-72.69412100000122, 41.74479900094023], [-72.69420000000122, 41.74276600094023], [-72.6941720000012, 41.7426280009402], [-72.69399100000122, 41.74136300094024], [-72.69340300000121, 41.741689000940234], [-72.69218900000119, 41.74236100094024], [-72.68932900000122, 41.74396000094024], [-72.6871800000012, 41.745148000940226], [-72.6833140000012, 41.747349000940254], [-72.6827920000012, 41.743625000940234], [-72.6826250000012, 41.74325900094022], [-72.6825650000012, 41.74243100094024], [-72.6825330000012, 41.74005800094021], [-72.6825110000012, 41.73853000094022], [-72.67574700000121, 41.73963900094024], [-72.6753090000012, 41.7371010009402], [-72.6711950000012, 41.737662000940226], [-72.67026500000122, 41.733991000940186], [-72.6692840000012, 41.730036000940196], [-72.6682370000012, 41.7282190009402], [-72.67375700000122, 41.72767100094017], [-72.68037900000122, 41.72679300094019], [-72.69149200000122, 41.72546000094019], [-72.6918410000012, 41.72548100094018], [-72.6935360000012, 41.72518600094018], [-72.70483800000122, 41.72450000094015], [-72.70593800000121, 41.724300000940154], [-72.71023300000122, 41.72418500094017], [-72.7141380000012, 41.723810000940176], [-72.71456100000121, 41.72363000094017], [-72.71489100000122, 41.72896300094018], [-72.71500000000121, 41.73136300094019]]]}}"
09,014,09014,Tom Delnicki,Republican,41.83994995335043,-72.56457604847965,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-72.6372340000012, 41.83053400094055], [-72.62993500000121, 41.837198000940596], [-72.6256110000012, 41.84572800094063], [-72.6249020000012, 41.848660000940654], [-72.61926400000121, 41.86829600094068], [-72.61660300000122, 41.86859600094066], [-72.6056010000012, 41.868038000940686], [-72.58798800000119, 41.86831300094071], [-72.5825610000012, 41.868326000940684], [-72.57148800000121, 41.86878300094069], [-72.5478790000012, 41.86928400094071], [-72.51733000000121, 41.869897000940696], [-72.5183300000012, 41.85689900094065], [-72.5151420000012, 41.857461000940646], [-72.5019270000012, 41.85945700094065], [-72.4968100000012, 41.860616000940645], [-72.49927300000121, 41.85027300094061], [-72.50263200000119, 41.83358900094057], [-72.50443500000121, 41.824674000940526], [-72.5052550000012, 41.8213080009405], [-72.50543000000118, 41.82029800094052], [-72.5166870000012, 41.81720500094053], [-72.5210770000012, 41.81654500094052], [-72.52887800000119, 41.81451100094049], [-72.5355640000012, 41.812972000940476], [-72.55533800000119, 41.80808900094046], [-72.5759160000012, 41.80289400094047], [-72.57958800000121, 41.80208000094046], [-72.58053900000122, 41.801567000940445], [-72.58663600000119, 41.80362800094044], [-72.58628200000119, 41.804365000940464], [-72.58821000000121, 41.80584700094047], [-72.58600300000121, 41.80779000094047], [-72.58490700000121, 41.81098500094049], [-72.59237400000121, 41.81351400094047], [-72.6001790000012, 41.8161770009405], [-72.6010990000012, 41.816750000940495], [-72.60198600000122, 41.81723900094051], [-72.6094920000012, 41.819446000940495], [-72.6209790000012, 41.823473000940524], [-72.6206720000012, 41.82404800094053], [-72.62732800000119, 41.826579000940555], [-72.6357760000012, 41.82957800094054], [-72.6372340000012, 41.83053400094055]]]}}"
09,140,09140,Travis Simms,Democratic,41.09954778063784,-73.42627724528027,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-73.44177400000123, 41.10365500093763], [-73.44144000000126, 41.104479000937665], [-73.44139300000126, 41.105004000937654], [-73.43796700000125, 41.10762200093767], [-73.43827900000124, 41.109197000937655], [-73.43661200000126, 41.11050700093768], [-73.43869500000125, 41.112057000937696], [-73.43928400000127, 41.11399600093769], [-73.43945400000126, 41.116609000937714], [-73.43847600000123, 41.11815200093769], [-73.43759900000126, 41.11777300093771], [-73.43591000000126, 41.11873100093772], [-73.43216800000125, 41.1186320009377], [-73.42898500000125, 41.119578000937715], [-73.42830500000123, 41.11884100093771], [-73.42683900000127, 41.11958000093771], [-73.42393800000126, 41.117727000937705], [-73.42246300000126, 41.117249000937704], [-73.42244500000125, 41.11658200093769], [-73.42443300000126, 41.116485000937715], [-73.42418600000123, 41.11478300093773], [-73.42740900000126, 41.11366000093768], [-73.42657500000125, 41.112574000937684], [-73.42601000000124, 41.11178300093768], [-73.42496700000125, 41.11049700093767], [-73.42305600000127, 41.10636700093767], [-73.42127400000125, 41.10660200093767], [-73.42004200000126, 41.10658400093763], [-73.41944900000125, 41.10654800093766], [-73.41576700000125, 41.106424000937665], [-73.41736300000126, 41.104179000937634], [-73.41643300000125, 41.10026700093764], [-73.41604200000123, 41.09889400093765], [-73.41620200000125, 41.09843200093763], [-73.41486400000126, 41.09205300093759], [-73.41252900000124, 41.08813700093754], [-73.41238100000125, 41.086795000937556], [-73.41435300000123, 41.08660300093758], [-73.41464000000124, 41.08378200093755], [-73.41710600000125, 41.08224900093755], [-73.41818700000125, 41.07899600093757], [-73.42009400000126, 41.07769100093755], [-73.42183500000127, 41.08116600093754], [-73.42272500000126, 41.07768900093752], [-73.42401800000127, 41.07866700093755], [-73.42413700000124, 41.080596000937526], [-73.42785500000124, 41.08056500093755], [-73.42879300000126, 41.08302000093756], [-73.42707400000126, 41.08690900093757], [-73.42840600000125, 41.08701700093755], [-73.42870900000126, 41.08628000093755], [-73.42962300000126, 41.086873000937565], [-73.43009500000126, 41.088137000937564], [-73.43026800000126, 41.09210400093761], [-73.43046700000124, 41.09255600093758], [-73.43127000000125, 41.09486300093762], [-73.43137400000123, 41.094868000937616], [-73.43178300000125, 41.094745000937614], [-73.43427200000124, 41.09805400093761], [-73.43459700000126, 41.10019100093761], [-73.43614500000126, 41.099925000937624], [-73.43612100000126, 41.100990000937635], [-73.43591000000124, 41.10253000093765], [-73.43869900000125, 41.104334000937634], [-73.43946100000126, 41.103616000937635], [-73.44056200000124, 41.103119000937646], [-73.44152600000126, 41.10312200093765], [-73.44177400000123, 41.10365500093763]]]}}"
09,016,09016,John K. Hampton,Democratic,41.87288935430532,-72.825579215184,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-72.87664400000122, 41.92079600094086], [-72.85495400000121, 41.92030300094085], [-72.82642900000121, 41.918907000940884], [-72.82511900000122, 41.91887900094082], [-72.81784100000122, 41.91869200094085], [-72.79317000000123, 41.91828200094085], [-72.7854400000012, 41.91799700094086], [-72.77822700000122, 41.917765000940854], [-72.77058700000121, 41.91804800094087], [-72.7694050000012, 41.917829000940856], [-72.76815400000122, 41.917719000940856], [-72.76708700000123, 41.91504900094084], [-72.76478400000121, 41.914964000940834], [-72.76489700000121, 41.913243000940874], [-72.76219300000122, 41.91183000094083], [-72.76154700000122, 41.91048800094082], [-72.7589290000012, 41.90814500094083], [-72.75866100000123, 41.90706400094081], [-72.7605850000012, 41.90570500094084], [-72.7650540000012, 41.90261400094079], [-72.7664250000012, 41.8982730009408], [-72.7669450000012, 41.89588600094078], [-72.77138700000121, 41.88511700094076], [-72.77040300000121, 41.88078900094074], [-72.7722140000012, 41.87817200094071], [-72.78444000000121, 41.85569800094065], [-72.78515600000122, 41.84341400094059], [-72.78426700000122, 41.837778000940595], [-72.78348600000122, 41.83655800094056], [-72.78443800000122, 41.83330700094054], [-72.7833360000012, 41.826907000940544], [-72.78455000000122, 41.82659300094052], [-72.79855200000122, 41.82488500094051], [-72.81401500000122, 41.8231760009405], [-72.81930800000121, 41.822434000940504], [-72.81967900000122, 41.82232700094053], [-72.8228460000012, 41.822196000940515], [-72.82900000000123, 41.82138900094052], [-72.84002900000121, 41.82021600094051], [-72.84288800000122, 41.81945800094051], [-72.84470400000122, 41.819342000940495], [-72.86740600000124, 41.816404000940494], [-72.87020100000122, 41.8161300009405], [-72.87069600000123, 41.8191180009405], [-72.87301800000122, 41.83739000094056], [-72.87433900000121, 41.870927000940696], [-72.87487200000123, 41.88403900094073], [-72.87664400000122, 41.92079600094086]]]}}"
09,001,09001,Matthew Ritter,Democratic,41.77489804779274,-72.70271196361654,"{""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-72.71647000000121, 41.77079800094033], [-72.71397100000121, 41.77715500094038], [-72.71520500000122, 41.78715700094039], [-72.71506000000122, 41.788139000940404], [-72.7155040000012, 41.79158200094041], [-72.7134670000012, 41.78706700094038], [-72.70966700000122, 41.7852260009404], [-72.7041000000012, 41.784521000940366], [-72.70306700000121, 41.78431800094039], [-72.7010510000012, 41.78748000094038], [-72.6984490000012, 41.787293000940394], [-72.6983160000012, 41.78461300094039], [-72.69615400000121, 41.784538000940394], [-72.6951640000012, 41.7845170009404], [-72.6922810000012, 41.78423400094039], [-72.6906830000012, 41.78388500094038], [-72.6862410000012, 41.78376400094039], [-72.68498400000121, 41.7833570009404], [-72.68386100000122, 41.78297100094038], [-72.6847650000012, 41.780321000940376], [-72.68559700000121, 41.777885000940366], [-72.6865460000012, 41.77507800094034], [-72.6874580000012, 41.77229200094036], [-72.68951700000119, 41.77272200094035], [-72.6905140000012, 41.769271000940314], [-72.69370100000121, 41.77023500094033], [-72.6938290000012, 41.76911700094034], [-72.69735600000121, 41.769868000940335], [-72.69827900000122, 41.77007400094031], [-72.69854900000122, 41.767712000940335], [-72.6987440000012, 41.76343800094031], [-72.7005610000012, 41.76351700094029], [-72.70077700000121, 41.7623910009403], [-72.70058800000122, 41.761906000940314], [-72.70213900000121, 41.762560000940304], [-72.70665400000122, 41.761848000940304], [-72.7066510000012, 41.76175000094031], [-72.70774500000121, 41.76161400094029], [-72.7096630000012, 41.76142600094029], [-72.71408900000121, 41.760932000940315], [-72.71538400000121, 41.760492000940324], [-72.71568500000122, 41.762513000940295], [-72.7161510000012, 41.76562400094029], [-72.71647000000121, 41.77079800094033]]]}}"
