child_id,deduplicated_id,is_duplicate
D970AE11-5F8D-EB11-AAE9-0A7560B274D4,8013,True
DA70AE11-5F8D-EB11-AAE9-0A7560B274D4,8014,True
DB70AE11-5F8D-EB11-AAE9-0A7560B274D4,8015,True
DC70AE11-5F8D-EB11-AAE9-0A7560B274D4,8016,True
DD70AE11-5F8D-EB11-AAE9-0A7560B274D4,8017,True
DE70AE11-5F8D-EB11-AAE9-0A7560B274D4,8018,True
DF70AE11-5F8D-EB11-AAE9-0A7560B274D4,8019,True
E070AE11-5F8D-EB11-AAE9-0A7560B274D4,8020,True
E170AE11-5F8D-EB11-AAE9-0A7560B274D4,8021,True
E270AE11-5F8D-EB11-AAE9-0A7560B274D4,8022,True
E370AE11-5F8D-EB11-AAE9-0A7560B274D4,8023,True
E470AE11-5F8D-EB11-AAE9-0A7560B274D4,8024,True
E570AE11-5F8D-EB11-AAE9-0A7560B274D4,8025,True
E670AE11-5F8D-EB11-AAE9-0A7560B274D4,8026,True
AAFF29D7-758D-EB11-AAE9-0A7560B274D4,125,False
D9610E1E-7B8D-EB11-AAE9-0A7560B274D4,126,False
DA610E1E-7B8D-EB11-AAE9-0A7560B274D4,127,False
DB610E1E-7B8D-EB11-AAE9-0A7560B274D4,128,False
DC610E1E-7B8D-EB11-AAE9-0A7560B274D4,129,False
DD610E1E-7B8D-EB11-AAE9-0A7560B274D4,130,False
DE610E1E-7B8D-EB11-AAE9-0A7560B274D4,131,False
DF610E1E-7B8D-EB11-AAE9-0A7560B274D4,132,False
E0610E1E-7B8D-EB11-AAE9-0A7560B274D4,133,False
E1610E1E-7B8D-EB11-AAE9-0A7560B274D4,134,False
E2610E1E-7B8D-EB11-AAE9-0A7560B274D4,135,False
E3610E1E-7B8D-EB11-AAE9-0A7560B274D4,136,False
E4610E1E-7B8D-EB11-AAE9-0A7560B274D4,137,False
E5610E1E-7B8D-EB11-AAE9-0A7560B274D4,138,False
E6610E1E-7B8D-EB11-AAE9-0A7560B274D4,139,False
E7610E1E-7B8D-EB11-AAE9-0A7560B274D4,140,False
E8610E1E-7B8D-EB11-AAE9-0A7560B274D4,141,False
E9610E1E-7B8D-EB11-AAE9-0A7560B274D4,142,False
EA610E1E-7B8D-EB11-AAE9-0A7560B274D4,143,False
EB610E1E-7B8D-EB11-AAE9-0A7560B274D4,144,False
EC610E1E-7B8D-EB11-AAE9-0A7560B274D4,145,False
ED610E1E-7B8D-EB11-AAE9-0A7560B274D4,146,False
EE610E1E-7B8D-EB11-AAE9-0A7560B274D4,147,False
EF610E1E-7B8D-EB11-AAE9-0A7560B274D4,148,False
F0610E1E-7B8D-EB11-AAE9-0A7560B274D4,149,False
F1610E1E-7B8D-EB11-AAE9-0A7560B274D4,150,False
F2610E1E-7B8D-EB11-AAE9-0A7560B274D4,151,False
F3610E1E-7B8D-EB11-AAE9-0A7560B274D4,152,False
F4610E1E-7B8D-EB11-AAE9-0A7560B274D4,153,False
F5610E1E-7B8D-EB11-AAE9-0A7560B274D4,154,False
F6610E1E-7B8D-EB11-AAE9-0A7560B274D4,155,False
F7610E1E-7B8D-EB11-AAE9-0A7560B274D4,156,False
F8610E1E-7B8D-EB11-AAE9-0A7560B274D4,157,False
F9610E1E-7B8D-EB11-AAE9-0A7560B274D4,158,False
FA610E1E-7B8D-EB11-AAE9-0A7560B274D4,159,False
FB610E1E-7B8D-EB11-AAE9-0A7560B274D4,160,False
FC610E1E-7B8D-EB11-AAE9-0A7560B274D4,161,False
FD610E1E-7B8D-EB11-AAE9-0A7560B274D4,162,False
FE610E1E-7B8D-EB11-AAE9-0A7560B274D4,163,False
FF610E1E-7B8D-EB11-AAE9-0A7560B274D4,164,False
00620E1E-7B8D-EB11-AAE9-0A7560B274D4,165,False
01620E1E-7B8D-EB11-AAE9-0A7560B274D4,166,False
02620E1E-7B8D-EB11-AAE9-0A7560B274D4,167,False
03620E1E-7B8D-EB11-AAE9-0A7560B274D4,168,False
04620E1E-7B8D-EB11-AAE9-0A7560B274D4,169,False
05620E1E-7B8D-EB11-AAE9-0A7560B274D4,170,False
06620E1E-7B8D-EB11-AAE9-0A7560B274D4,171,False
07620E1E-7B8D-EB11-AAE9-0A7560B274D4,172,False
08620E1E-7B8D-EB11-AAE9-0A7560B274D4,173,False
09620E1E-7B8D-EB11-AAE9-0A7560B274D4,174,False
0A620E1E-7B8D-EB11-AAE9-0A7560B274D4,175,False
0B620E1E-7B8D-EB11-AAE9-0A7560B274D4,176,False
0C620E1E-7B8D-EB11-AAE9-0A7560B274D4,177,False
0D620E1E-7B8D-EB11-AAE9-0A7560B274D4,178,False
0E620E1E-7B8D-EB11-AAE9-0A7560B274D4,179,False
0F620E1E-7B8D-EB11-AAE9-0A7560B274D4,180,False
10620E1E-7B8D-EB11-AAE9-0A7560B274D4,181,False
11620E1E-7B8D-EB11-AAE9-0A7560B274D4,182,False
12620E1E-7B8D-EB11-AAE9-0A7560B274D4,183,False
13620E1E-7B8D-EB11-AAE9-0A7560B274D4,184,False
14620E1E-7B8D-EB11-AAE9-0A7560B274D4,185,False
15620E1E-7B8D-EB11-AAE9-0A7560B274D4,186,False
16620E1E-7B8D-EB11-AAE9-0A7560B274D4,187,False
17620E1E-7B8D-EB11-AAE9-0A7560B274D4,188,False
18620E1E-7B8D-EB11-AAE9-0A7560B274D4,189,False
19620E1E-7B8D-EB11-AAE9-0A7560B274D4,190,False
1A620E1E-7B8D-EB11-AAE9-0A7560B274D4,191,False
DB966195-838D-EB11-AAE9-0A7560B274D4,192,False
DC966195-838D-EB11-AAE9-0A7560B274D4,193,False
DD966195-838D-EB11-AAE9-0A7560B274D4,194,False
DE966195-838D-EB11-AAE9-0A7560B274D4,195,False
DF966195-838D-EB11-AAE9-0A7560B274D4,196,False
E0966195-838D-EB11-AAE9-0A7560B274D4,197,False
E1966195-838D-EB11-AAE9-0A7560B274D4,198,False
E2966195-838D-EB11-AAE9-0A7560B274D4,199,False
E3966195-838D-EB11-AAE9-0A7560B274D4,200,False
E4966195-838D-EB11-AAE9-0A7560B274D4,201,False
E5966195-838D-EB11-AAE9-0A7560B274D4,202,False
E6966195-838D-EB11-AAE9-0A7560B274D4,203,False
E7966195-838D-EB11-AAE9-0A7560B274D4,204,False
E8966195-838D-EB11-AAE9-0A7560B274D4,205,False
E9966195-838D-EB11-AAE9-0A7560B274D4,206,False
EA966195-838D-EB11-AAE9-0A7560B274D4,207,False
EB966195-838D-EB11-AAE9-0A7560B274D4,208,False
EC966195-838D-EB11-AAE9-0A7560B274D4,209,False
ED966195-838D-EB11-AAE9-0A7560B274D4,210,False
EE966195-838D-EB11-AAE9-0A7560B274D4,211,False
EF966195-838D-EB11-AAE9-0A7560B274D4,212,False
F0966195-838D-EB11-AAE9-0A7560B274D4,213,False
F1966195-838D-EB11-AAE9-0A7560B274D4,214,False
F2966195-838D-EB11-AAE9-0A7560B274D4,215,False
F3966195-838D-EB11-AAE9-0A7560B274D4,216,False
F4966195-838D-EB11-AAE9-0A7560B274D4,217,False
E008770D-848D-EB11-AAE9-0A7560B274D4,218,False
E108770D-848D-EB11-AAE9-0A7560B274D4,219,False
E208770D-848D-EB11-AAE9-0A7560B274D4,220,False
E308770D-848D-EB11-AAE9-0A7560B274D4,221,False
E408770D-848D-EB11-AAE9-0A7560B274D4,222,False
E508770D-848D-EB11-AAE9-0A7560B274D4,223,False
E608770D-848D-EB11-AAE9-0A7560B274D4,224,False
E708770D-848D-EB11-AAE9-0A7560B274D4,225,False
E808770D-848D-EB11-AAE9-0A7560B274D4,226,False
E908770D-848D-EB11-AAE9-0A7560B274D4,227,False
EA08770D-848D-EB11-AAE9-0A7560B274D4,228,False
EB08770D-848D-EB11-AAE9-0A7560B274D4,229,False
F696E67A-8A8D-EB11-AAE9-0A7560B274D4,230,False
F796E67A-8A8D-EB11-AAE9-0A7560B274D4,231,False
F896E67A-8A8D-EB11-AAE9-0A7560B274D4,232,False
F996E67A-8A8D-EB11-AAE9-0A7560B274D4,233,False
FA96E67A-8A8D-EB11-AAE9-0A7560B274D4,234,False
FB96E67A-8A8D-EB11-AAE9-0A7560B274D4,235,False
FC96E67A-8A8D-EB11-AAE9-0A7560B274D4,236,False
FD96E67A-8A8D-EB11-AAE9-0A7560B274D4,237,False
FE96E67A-8A8D-EB11-AAE9-0A7560B274D4,238,False
FF96E67A-8A8D-EB11-AAE9-0A7560B274D4,239,False
0097E67A-8A8D-EB11-AAE9-0A7560B274D4,240,False
0197E67A-8A8D-EB11-AAE9-0A7560B274D4,241,False
0297E67A-8A8D-EB11-AAE9-0A7560B274D4,242,False
0397E67A-8A8D-EB11-AAE9-0A7560B274D4,243,False
0497E67A-8A8D-EB11-AAE9-0A7560B274D4,244,False
0597E67A-8A8D-EB11-AAE9-0A7560B274D4,245,False
0697E67A-8A8D-EB11-AAE9-0A7560B274D4,246,False
0797E67A-8A8D-EB11-AAE9-0A7560B274D4,247,False
0897E67A-8A8D-EB11-AAE9-0A7560B274D4,9337,True
0997E67A-8A8D-EB11-AAE9-0A7560B274D4,248,False
0A97E67A-8A8D-EB11-AAE9-0A7560B274D4,249,False
0B97E67A-8A8D-EB11-AAE9-0A7560B274D4,250,False
0C97E67A-8A8D-EB11-AAE9-0A7560B274D4,251,False
0D97E67A-8A8D-EB11-AAE9-0A7560B274D4,252,False
0E97E67A-8A8D-EB11-AAE9-0A7560B274D4,253,False
0F97E67A-8A8D-EB11-AAE9-0A7560B274D4,254,False
1097E67A-8A8D-EB11-AAE9-0A7560B274D4,255,False
1197E67A-8A8D-EB11-AAE9-0A7560B274D4,256,False
1297E67A-8A8D-EB11-AAE9-0A7560B274D4,257,False
1397E67A-8A8D-EB11-AAE9-0A7560B274D4,258,False
1497E67A-8A8D-EB11-AAE9-0A7560B274D4,259,False
1597E67A-8A8D-EB11-AAE9-0A7560B274D4,260,False
1697E67A-8A8D-EB11-AAE9-0A7560B274D4,261,False
1797E67A-8A8D-EB11-AAE9-0A7560B274D4,262,False
1897E67A-8A8D-EB11-AAE9-0A7560B274D4,263,False
1997E67A-8A8D-EB11-AAE9-0A7560B274D4,264,False
1A97E67A-8A8D-EB11-AAE9-0A7560B274D4,265,False
1B97E67A-8A8D-EB11-AAE9-0A7560B274D4,266,False
1C97E67A-8A8D-EB11-AAE9-0A7560B274D4,267,False
1D97E67A-8A8D-EB11-AAE9-0A7560B274D4,268,False
1E97E67A-8A8D-EB11-AAE9-0A7560B274D4,269,False
1F97E67A-8A8D-EB11-AAE9-0A7560B274D4,270,False
2097E67A-8A8D-EB11-AAE9-0A7560B274D4,271,False
2197E67A-8A8D-EB11-AAE9-0A7560B274D4,272,False
2297E67A-8A8D-EB11-AAE9-0A7560B274D4,273,False
2397E67A-8A8D-EB11-AAE9-0A7560B274D4,274,False
2497E67A-8A8D-EB11-AAE9-0A7560B274D4,275,False
2597E67A-8A8D-EB11-AAE9-0A7560B274D4,276,False
2697E67A-8A8D-EB11-AAE9-0A7560B274D4,277,False
2797E67A-8A8D-EB11-AAE9-0A7560B274D4,278,False
2897E67A-8A8D-EB11-AAE9-0A7560B274D4,279,False
2997E67A-8A8D-EB11-AAE9-0A7560B274D4,280,False
2A97E67A-8A8D-EB11-AAE9-0A7560B274D4,281,False
2B97E67A-8A8D-EB11-AAE9-0A7560B274D4,282,False
2C97E67A-8A8D-EB11-AAE9-0A7560B274D4,283,False
2D97E67A-8A8D-EB11-AAE9-0A7560B274D4,284,False
2E97E67A-8A8D-EB11-AAE9-0A7560B274D4,285,False
2F97E67A-8A8D-EB11-AAE9-0A7560B274D4,286,False
3097E67A-8A8D-EB11-AAE9-0A7560B274D4,287,False
3197E67A-8A8D-EB11-AAE9-0A7560B274D4,288,False
3297E67A-8A8D-EB11-AAE9-0A7560B274D4,289,False
3397E67A-8A8D-EB11-AAE9-0A7560B274D4,290,False
3497E67A-8A8D-EB11-AAE9-0A7560B274D4,291,False
3597E67A-8A8D-EB11-AAE9-0A7560B274D4,292,False
3697E67A-8A8D-EB11-AAE9-0A7560B274D4,293,False
3797E67A-8A8D-EB11-AAE9-0A7560B274D4,6607,True
3897E67A-8A8D-EB11-AAE9-0A7560B274D4,294,False
3997E67A-8A8D-EB11-AAE9-0A7560B274D4,295,False
3A97E67A-8A8D-EB11-AAE9-0A7560B274D4,296,False
3B97E67A-8A8D-EB11-AAE9-0A7560B274D4,297,False
3C97E67A-8A8D-EB11-AAE9-0A7560B274D4,298,False
B725FD46-948D-EB11-AAE9-0A7560B274D4,299,False
84AB345F-968D-EB11-AAE9-0A7560B274D4,300,False
BAB58FCE-978D-EB11-AAE9-0A7560B274D4,301,False
ADE526D8-988D-EB11-AAE9-0A7560B274D4,302,False
BDF3F449-998D-EB11-AAE9-0A7560B274D4,303,False
AE9E2DDA-998D-EB11-AAE9-0A7560B274D4,304,False
CD950DC8-9A8D-EB11-AAE9-0A7560B274D4,305,False
7D1FE5FA-9A8D-EB11-AAE9-0A7560B274D4,306,False
7E1FE5FA-9A8D-EB11-AAE9-0A7560B274D4,307,False
7F1FE5FA-9A8D-EB11-AAE9-0A7560B274D4,308,False
801FE5FA-9A8D-EB11-AAE9-0A7560B274D4,309,False
811FE5FA-9A8D-EB11-AAE9-0A7560B274D4,310,False
821FE5FA-9A8D-EB11-AAE9-0A7560B274D4,311,False
831FE5FA-9A8D-EB11-AAE9-0A7560B274D4,312,False
841FE5FA-9A8D-EB11-AAE9-0A7560B274D4,313,False
851FE5FA-9A8D-EB11-AAE9-0A7560B274D4,314,False
861FE5FA-9A8D-EB11-AAE9-0A7560B274D4,315,False
871FE5FA-9A8D-EB11-AAE9-0A7560B274D4,316,False
091F670E-9D8D-EB11-AAE9-0A7560B274D4,317,False
D92A3E68-9D8D-EB11-AAE9-0A7560B274D4,318,False
8CD8CDA8-9D8D-EB11-AAE9-0A7560B274D4,319,False
C562EAE3-9D8D-EB11-AAE9-0A7560B274D4,320,False
E5CAA31D-9E8D-EB11-AAE9-0A7560B274D4,10445,True
D0F76F54-9E8D-EB11-AAE9-0A7560B274D4,321,False
000D1172-A18D-EB11-AAE9-0A7560B274D4,322,False
B14F7492-A18D-EB11-AAE9-0A7560B274D4,323,False
2BA9F4DB-A18D-EB11-AAE9-0A7560B274D4,324,False
665A8010-A28D-EB11-AAE9-0A7560B274D4,325,False
36C49257-A28D-EB11-AAE9-0A7560B274D4,326,False
8BB555AD-A28D-EB11-AAE9-0A7560B274D4,327,False
C5BA9C45-A38D-EB11-AAE9-0A7560B274D4,328,False
E1BA6749-A48D-EB11-AAE9-0A7560B274D4,329,False
A3E64BBD-A48D-EB11-AAE9-0A7560B274D4,330,False
D7621806-A58D-EB11-AAE9-0A7560B274D4,331,False
5D9889D4-A98D-EB11-AAE9-0A7560B274D4,332,False
4295E182-3C8E-EB11-AAE9-0A7560B274D4,333,False
74032DC0-3E8E-EB11-AAE9-0A7560B274D4,334,False
B31B7E24-458E-EB11-AAE9-0A7560B274D4,335,False
EC8CB2E3-9990-EB11-AAE9-0A7560B274D4,336,False
6B7829F8-A690-EB11-AAE9-0A7560B274D4,337,False
9EE1694D-A890-EB11-AAE9-0A7560B274D4,338,False
9AD0D424-AA90-EB11-AAE9-0A7560B274D4,339,False
7499DC9F-AA90-EB11-AAE9-0A7560B274D4,340,False
C70ABEA4-AB90-EB11-AAE9-0A7560B274D4,341,False
9B03363E-AC90-EB11-AAE9-0A7560B274D4,342,False
AAB7B0A1-AD90-EB11-AAE9-0A7560B274D4,343,False
FA08A778-AE90-EB11-AAE9-0A7560B274D4,344,False
167DD2AB-AF90-EB11-AAE9-0A7560B274D4,345,False
177DD2AB-AF90-EB11-AAE9-0A7560B274D4,346,False
3F3899CB-B190-EB11-AAE9-0A7560B274D4,3019,True
5388FB81-B290-EB11-AAE9-0A7560B274D4,347,False
712D225B-B790-EB11-AAE9-0A7560B274D4,348,False
F62803AF-B890-EB11-AAE9-0A7560B274D4,349,False
D6F138B6-BA90-EB11-AAE9-0A7560B274D4,350,False
85F9FA47-BB90-EB11-AAE9-0A7560B274D4,351,False
B580F12A-BE90-EB11-AAE9-0A7560B274D4,352,False
29CA313D-CF90-EB11-AAE9-0A7560B274D4,353,False
6C87BCCB-CF90-EB11-AAE9-0A7560B274D4,11959,True
